Code,Name,URL,Location,Address,Latitude,Longitude,Star Rating,Rating Name_x,Review Count_x,Downtown Distance,Price per Night,Average Price,Check-in Time,Check-out Time,Cancellation Policy,Pets Policy,Payment Methods,Payment Type Number,General Facilities,Facility Count,Room Type Number,Review Score,Rating Name_y,Review Count_y,Cleanliness Score,Comfort Score,Location Score,Facilities Score,Staff Score,Max Occupancy
50,Taniqinn Dilijan Hotel,https://www.booking.com/hotel/am/arsis-family-and-cottages.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1056929407_378912094_2_1_0&highlighted_blocks=1056929407_378912094_2_1_0&matching_block_id=1056929407_378912094_2_1_0&sr_pri_blocks=1056929407_378912094_2_1_0__2860000&from=searchresults,"3901 Dilijan,Armenia","Акопджанян, 3-й переулок, 29,",40.75040977,44.88526312,9.0,Wonderfulwonderful,46.0,1.3,"73, 63, 93, 98, 88, 140",92.5,From 2:00 PM to 12:00 AM,From 6:00 AM to 12:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,,0,"Picnic area, Outdoor furniture, Terrace, Garden, Fruit, Kid-friendly buffet, Private check-in/out, LaundryAdditional charge, 24-hour front desk, Invoice provided, Smoke-free property, Family rooms, Non-smoking rooms, English, Armenian, Russian",16,4,9.0,Wonderfulwonderful,46.0,9.6,9.2,8.3,9.6,9.8,12
51,Haghartsin Hotel and Restaurant,https://www.booking.com/hotel/am/haghartsin-and-restaurant-dilijan1.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1206391108_392852737_2_1_0&highlighted_blocks=1206391108_392852737_2_1_0&matching_block_id=1206391108_392852737_2_1_0&sr_pri_blocks=1206391108_392852737_2_1_0__3078000&from=searchresults,"3904 Dilijan,Armenia","121 Kamo Street,",40.6958123,44.8526724,8.4,Very,26.0,3.1,"79, 62, 107, 104, 106, 111, 152, 160, 203, 315",139.9,From 2:00 PM to 12:00 AM,From 12:00 PM to 2:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,"Visa, Mastercard, Cash",3,"Picnic area, BBQ facilities, Terrace, Garden, Live music/Performance, Happy hour, Walking tours, Kids' club, Ping-pong, Pool tableAdditional charge, FruitAdditional charge, Wine/ChampagneAdditional charge, Bar, Restaurant, Electric vehicle charging station, 24-hour front desk, Meeting/Banquet facilitiesAdditional charge, Room service, 24-hour security, Convenience store on site, Air conditioning, Smoke-free property, Family rooms, Non-smoking rooms, Fitness, Beach umbrellas, Beach chairs/Loungers, Fitness center, Sauna, English, Russian",31,9,8.4,Very,26.0,8.6,8.7,9.4,8.6,8.8,25
52,Dil Hill by Sam,https://www.booking.com/hotel/am/dil-hill-by-sam.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=830286310_348105605_2_2_0&highlighted_blocks=830286310_348105605_2_2_0&matching_block_id=830286310_348105605_2_2_0&sr_pri_blocks=830286310_348105605_2_2_0__2050000&from=searchresults,"3903 Dilijan,Armenia","Kalinin 1st. lane, 90,",40.74145992,44.85570833,8.9,Excellentexcellent,371.0,0.5,"52, 63, 50, 57, 52, 63, 57, 66, 79, 64, 70, 65, 78, 93, 75",65.6,From 2:00 PM to 9:00 PM,From 12:00 AM to 12:00 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,"Visa, Mastercard, Maestro, Cash",4,"Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Linens, Wardrobe or closet, Outdoor fireplace, Picnic area, Outdoor furniture, Outdoor dining area, Barbecue, BBQ facilitiesAdditional charge, Terrace, Garden, Dining table, Electric kettle, Refrigerator, Socket near the bed, Clothes rack, Darts, Desk, Tea/Coffee maker, Shuttle serviceAdditional charge, Grocery deliveriesAdditional charge, Private check-in/out, Baggage storage, Express check-in/out, Airport shuttleAdditional charge, Invoice provided, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key access, 24-hour security, Designated smoking area, Hypoallergenic room available, Mosquito net, Heating, Private entrance, Family rooms, Non-smoking rooms, English, Armenian, Russian",51,6,8.9,Excellentexcellent,371.0,9.3,8.9,8.3,8.8,9.2,27
53,Dili Dream Villa,https://www.booking.com/hotel/am/dili-dream.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1071010501_380228789_8_0_0&highlighted_blocks=1071010501_380228789_8_0_0&matching_block_id=1071010501_380228789_8_0_0&sr_pri_blocks=1071010501_380228789_8_0_0__14000000&from=searchresults,"3903 Dilijan,Armenia","Ivanov Street,",40.74284286,44.85320879,9.9,Exceptionalexceptional,12.0,0.7,358,358.0,From 2:00 PM to 10:00 PM,From 8:00 AM to 11:00 AM,"Free cancellationbefore May 2, 2025",Free!Pets are allowed. No extra charges.,"American Express, Visa, Mastercard, Maestro, Cash",5,"Parking garage, Shared kitchen, Dining table, Cleaning products, Stovetop, Oven, Dryer, Kitchenware, Electric kettle, Kitchen, Washing machine, Dishwasher, Microwave, Refrigerator, Wardrobe or closet, Toilet paper, Towels, Bathtub or shower, Slippers, Free toiletries, Shared bathroom, Hairdryer, Shower, Sofa, Fireplace, Flat-screen TV, Cable channels, Video games, TV, Socket near the bed, Sofa bed, Drying rack for clothing, Fold-up bed, Clothes rack, Mosquito net, Tile/Marble floor, Soundproof, Ironing facilities, Iron, Upper floors accessible by stairs only, Outdoor fireplace, Picnic area, Barbecue, Private pool, BBQ facilities, Balcony, Terrace, Garden, Seasonal(temporarily closed), All ages welcome, Pool with view, Pool/Beach towels, Beach chairs/Loungers, Beach umbrellas, Beach umbrellas, Beach chairs/Loungers, Inner courtyard view, Mountain view, Pool view, Garden view, View, Detached, Shuttle serviceAdditional charge, Airport shuttleAdditional charge, Invoice provided, Private check-in/out, Board games/Puzzles, Board games/puzzles, Pet bowls, Designated smoking area, Air conditioning, Heating, Soundproof rooms, Non-smoking rooms, CCTV outside property, Key access, English, Russian",78,1,9.9,Exceptionalexceptional,12.0,10.0,10.0,9.8,10.0,10.0,1
54,Ariana Family Hotel,https://www.booking.com/hotel/am/ariana-family.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=462526801_359316398_2_41_0&highlighted_blocks=462526801_359316398_2_41_0&matching_block_id=462526801_359316398_2_41_0&sr_pri_blocks=462526801_359316398_2_41_0__2400000&from=searchresults,"3904 Dilijan,Armenia","33 Kamo Street,",40.72422822,44.86384654,9.4,Wonderfulwonderful,223.0,1.0,"61, 66, 82, 97",76.5,From 2:00 PM,Until 12:00 PM,"Free cancellationbefore May 3, 2025",Pets are not allowed.,"American Express, Visa, Mastercard, Cash",4,"Toilet paper, Bathtub or shower, Private bathroom, Toilet, Hairdryer, Shower, Wardrobe or closet, Outdoor dining area, Terrace, Garden, Dryer, Electric kettle, Drying rack for clothing, Clothes rack, Tour or class about local cultureAdditional charge, Flat-screen TV, TV, Bar, Restaurant, Airport shuttleAdditional charge, 24-hour front desk, Room service, Hardwood or parquet floors, Soundproof, Heating, Family rooms, Non-smoking rooms, English, Armenian, Russian",30,4,9.4,Wonderfulwonderful,223.0,9.4,9.2,9.0,9.1,9.9,10
55,Dilijan Park Resort & Villas,https://www.booking.com/hotel/am/dilijan-park-resort-amp-villas.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=277971901_402135480_0_42_0&highlighted_blocks=277971901_402135480_0_42_0&matching_block_id=277971901_402135480_0_42_0&sr_pri_blocks=277971901_402135480_0_42_0__2160000&from=searchresults,"3906 Dilijan,Armenia","Parz Lich Road 20,",40.7611627,44.9245441,7.8,Goodgood,331.0,3.5,"55, 84, 112, 69, 55, 69, 84, 112, 59, 67, 84, 100, 128, 76, 80, 100, 123, 165, 92, 115, 146, 202, 139, 174, 204, 261, 172, 215, 261, 345, 213, 266, 327, 439",152.7352941,From 2:00 PM to 12:00 AM,From 12:00 AM to 12:00 PM,"Free cancellationbefore May 4, 2025",Pets are allowed on request. Charges may apply.,"Visa, Mastercard, Cash",3,"Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Bathrobe, Hairdryer, Shower, Linens, Wardrobe or closet, Garden view, View, Picnic area, Outdoor furniture, BBQ facilities, Garden, Electric kettle, Refrigerator, Socket near the bed, Tour or class about local cultureAdditional charge, Walking toursAdditional charge, Badminton equipment, Kids' club, Hiking, Ping-pong, Pool table, Playground, Desk, Flat-screen TV, Satellite channels, Telephone, TV, FruitAdditional charge, Wine/ChampagneAdditional charge, Special diet meals (on request), Snack bar, Breakfast in the room, Bar, Minibar, Restaurant, Parking garage, Private check-in/out, Tour desk, Currency exchange, Express check-in/out, 24-hour front desk, Outdoor play equipment for kids, Board games/Puzzles, Board games/puzzles, Babysitting/Child servicesAdditional charge, Daily housekeeping, Ironing serviceAdditional charge, Meeting/Banquet facilitiesAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Key access, 24-hour security, Shuttle serviceAdditional charge, Shared lounge/TV area, Designated smoking area, Wake-up service, Heating, Soundproof, Private entrance, Packed lunches, Carpeted, Soundproof rooms, Family rooms, Airport shuttleAdditional charge, Non-smoking rooms, Wake-up service/Alarm clock, Room service, Full-body massage, Hand massage, Head massage, Foot massage, Neck massage, Back massage, MassageAdditional charge, English, Russian",84,5,7.8,Goodgood,331.0,7.5,7.4,8.8,7.5,8.8,77
56,Ecokayan Dilijan Resort Hotel,https://www.booking.com/hotel/am/ecokayan-boutique-amp-camping.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=332884502_340065819_2_41_0&highlighted_blocks=332884502_340065819_2_41_0&matching_block_id=332884502_340065819_2_41_0&sr_pri_blocks=332884502_340065819_2_41_0__2596000&from=searchresults,"3901 Dilijan,Armenia","50 Hovq Street,",40.75718165,44.85148579,8.9,Excellentexcellent,198.0,1.4,"66, 90, 96, 136",97.0,From 2:00 PM,From 9:00 AM to 12:00 PM,,Pets are not allowed.,"Visa, Mastercard, Cash",3,"Toilet paper, Towels, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Linens, Wardrobe or closet, Inner courtyard view, River view, Landmark view, Mountain view, Garden view, View, Outdoor fireplace, Picnic area, Balcony, Terrace, Garden, Dining table, Electric kettle, Socket near the bed, Clothes rack, ArcheryAdditional charge, Badminton equipment, HikingAdditional charge, Darts, Playground, Fishing, Flat-screen TV, Cable channels, TV, Wine/ChampagneAdditional charge, Kids' meals, Bar, Restaurant, Street parking, Accessible parking, Invoice provided, Lockers, Baggage storageAdditional charge, 24-hour front desk, Outdoor play equipment for kids, Board games/Puzzles, Daily housekeeping, Ironing serviceAdditional charge, LaundryAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Key card access, Key access, 24-hour security, Safe, Shuttle serviceAdditional charge, Air conditioning, Hardwood or parquet floors, Heating, Private entrance, Family rooms, Airport shuttleAdditional charge, Non-smoking rooms, Room service, Upper floors accessible by stairs only, English, Armenian, Russian",71,4,8.9,Excellentexcellent,198.0,8.7,8.8,9.2,8.7,9.3,11
57,11+1 by TUMO,https://www.booking.com/hotel/am/11-1-by-tumo.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=1088972506_405606384_2_0_0&highlighted_blocks=1088972506_405606384_2_0_0&matching_block_id=1088972506_405606384_2_0_0&sr_pri_blocks=1088972506_405606384_2_0_0__1971200&from=searchresults,"3901 Dilijan,Armenia","63 Myasnikyan Street,",40.74354503,44.87230154,9.7,Exceptionalexceptional,188.0,0.5,"50, 72, 50, 72, 89, 20, 29, 26, 37, 27, 38, 27, 38",44.23076923,From 2:00 PM to 9:00 PM,From 12:00 PM to 12:30 PM,"Free cancellationbefore May 4, 2025",Pets are not allowed.,"American Express, Visa, Mastercard, Diners Club, JCB, Maestro, Discover, UnionPay credit card",8,"Towels, Toilet, Free toiletries, Hairdryer, Bathtub, Shower, Linens, Wardrobe or closet, City view, Landmark view, Mountain view, View, Outdoor furniture, Sun deck, Terrace, Dryer, Washing machine, Drying rack for clothing, Sitting area, Invoice provided, Lockers, Private check-in/out, Baggage storage, Express check-in/out, Board games/Puzzles, Daily housekeeping, Fax/PhotocopyingAdditional charge, Business centerAdditional charge, Meeting/Banquet facilitiesAdditional charge, Fire extinguishers, CCTV outside property, CCTV in common areas, Smoke alarms, Security alarm, Key card access, 24-hour security, Safe, Designated smoking area, Air conditioning, Smoke-free property, Heating, Soundproof, Soundproof rooms, Elevator, Family rooms, Ironing facilities, Suit press, Airport shuttleAdditional charge, Non-smoking rooms, Iron, Upper floors accessible by stairs only, English, Armenian, Russian",54,4,9.7,Exceptionalexceptional,188.0,9.8,9.8,9.9,9.7,9.8,18
58,Diligence Hotel & restaurant,https://www.booking.com/hotel/am/dilijans.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622417&all_sr_blocks=50050402_205811567_2_41_0&highlighted_blocks=50050402_205811567_2_41_0&matching_block_id=50050402_205811567_2_41_0&sr_pri_blocks=50050402_205811567_2_41_0__2200000&from=searchresults,"3901 Dilijan,Armenia","Sajat-Nova Street 69,",40.75331214,44.87883121,8.2,Very,96.0,1.2,"56, 74",65.0,From 2:00 PM,Until 1:00 PM,"Free cancellationbefore May 2, 2025",Pets are not allowed.,,0,"Private bathroom, Toilet, Hairdryer, Shower, Wardrobe or closet, Picnic area, BBQ facilitiesAdditional charge, Terrace, Garden, Refrigerator, Karaoke, Ping-pong, Pool tableAdditional charge, Playground, Game room, Fishing, Tennis court, TV, Special diet meals (on request), Breakfast in the room, Bar, Restaurant, Express check-in/out, 24-hour front desk, Outdoor play equipment for kids, Board games/Puzzles, Babysitting/Child servicesAdditional charge, Daily housekeeping, Ironing serviceAdditional charge, LaundryAdditional charge, Smoke-free property, Heating, Packed lunches, Carpeted, Family rooms, Non-smoking rooms, Room service, English, Russian",39,2,8.2,Very,96.0,8.4,8.2,7.8,7.9,8.4,6
59,Hovk Farms,https://www.booking.com/hotel/am/hovk-farms.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622415&all_sr_blocks=1104443101_407727624_2_0_0&highlighted_blocks=1104443101_407727624_2_0_0&matching_block_id=1104443101_407727624_2_0_0&sr_pri_blocks=1104443101_407727624_2_0_0__5832000&from=searchresults,"4011, 4011 Dilijan,Armenia","Hovk, 27 2nd street, Dilijan",40.78853731,45.02503225,9.4,Wonderfulwonderful,44.0,9.1,"149, 158, 168, 186, 130",158.2,From 2:00 PM to 9:00 PM,From 7:00 AM to 11:00 AM,"Free cancellationbefore May 3, 2025",Free!Pets are allowed. No extra charges.,"American Express, Visa, Mastercard, Cash",4,"Kitchen, Washing machine, Refrigerator, Toilet paper, Towels, Bidet, Bathtub or shower, Slippers, Private bathroom, Toilet, Bathtub, Shower, Fireplace, Sitting area, Private entrance, Hot tub, Outdoor fireplace, Picnic area, Balcony, Terrace, Garden, Sauna, Tea/Coffee maker, Walking tours, Hiking, Landmark view, Mountain view, Garden view, View, Shuttle service, Airport shuttleAdditional charge, Private check-in/out, Laundry, Smoke-free property, Heating, Family rooms, Non-smoking rooms, Fire extinguishers, English, Armenian, Russian",41,1,9.4,Wonderfulwonderful,44.0,9.6,9.6,9.2,9.4,9.6,11
60,Yengibar's Family house,https://www.booking.com/hotel/am/yengibars-family-house.html?label=gen173nr-1FCAEoggI46AdIM1gEaAeIAQGYAQm4ARfIAQzYAQHoAQH4AQyIAgGoAgO4AvTPx70GwAIB0gIkOGVjZGEzYWUtNzk1OC00NzU1LTlmYjktM2NmNTQzNjVjZDc12AIG4AIB&sid=13c6bd81d8e535df8a36f350cad09de7&aid=304142&ucfs=1&arphpl=1&checkin=2025-05-05&checkout=2025-05-06&dest_id=-2324702&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=27&sr_order=popularity&srpvid=4e3b89813ca101ff&srepoch=1743622415&all_sr_blocks=1067392101_379140085_10_0_0&highlighted_blocks=1067392101_379140085_10_0_0&matching_block_id=1067392101_379140085_10_0_0&sr_pri_blocks=1067392101_379140085_10_0_0__10000000&from=searchresults,"3902 Dilijan,Armenia","house 51, Dilijan Teghut 1,",40.77689292,44.93835862,9.1,Wonderfulwonderful,6.0,4.7,255,255.0,From 12:00 PM to 2:00 PM,From 12:00 PM to 1:00 PM,"Free cancellationbefore May 4, 2025",Free!Pets are allowed. No extra charges.,,0,"Dining table, Cleaning products, Stovetop, Oven, Electric kettle, Kitchen, Washing machine, Microwave, Refrigerator, Linens, Toilet paper, Bathtub or shower, Slippers, Private bathroom, Toilet, Free toiletries, Hairdryer, Shower, Dining area, Sofa, Sitting area, Flat-screen TV, TV, Fold-up bed, Clothes rack, Heating, Picnic area, Outdoor furniture, Outdoor dining area, Barbecue, Balcony, Terrace, Garden, Shared lounge/TV area, Tea/Coffee maker, Inner courtyard view, Mountain view, Garden view, View, Detached, Outdoor play equipment for kids, Air conditioning, Family rooms, Non-smoking rooms, English, Armenian, Russian",47,1,9.1,Wonderfulwonderful,6.0,9.1,8.1,9.4,8.6,9.1,1
